ingredient,in_skin_map,in_incidecoder,skin_types,effect,confidence,inci_source,inci_slug,inci_what_it_does,inci_details
simmondsia chinensis seed oil simmondsia chinensis seed oil,1,0,dry,good,low,,,,
simmondsia chinensis seed powder,1,0,normal,good,medium,,,,
simmondsia chinensis seed wax,1,0,normal,good,medium,,,,
simmondsia chinensis seedcake extract,1,0,dry; normal,good,medium,,,,
simmondsia chineses seed oil,1,0,dry,good,medium,,,,
simmondsia chinesis seed oil,1,0,dry,good,medium,,,,
simmondsiachinensis seed oil,1,0,dry,good,low,,,,
sinapis arvensis flower extract,1,0,normal,good,medium,,,,
sine adipe colostrum,1,0,normal,good,medium,,,,
sinensis polyphenois,1,0,dry; normal,good,low,,,,
sinomenium acutum branch/leaf extract,1,0,dry,good,medium,,,,
sinorhizobium meliloti ferment filtrate,1,0,normal,good,medium,,,,
siphonostegia chinensis extract,1,0,normal,good,medium,,,,
siraitia grosvenorii fruit extract,1,0,pigmentation; wrinkle,good,low,,,,
sisymbrium irio seed oil,1,0,dry; oily,good,medium,,,,
sisymbrium officinale extract,1,0,normal,good,medium,,,,
sium sulfate,1,0,,neutral,low,,,,
six-acid blend,1,0,normal,neutral,low,,,,
skeletonema costatum extract,1,0,normal,good,medium,,,,
skin barrier complex,1,0,normal,neutral,low,,,,
skin conditioning ingredients,1,0,dry,good,medium,,,,
skin density,1,0,normal,neutral,low,,,,
skin density extract,1,0,dry; sensitive,good,low,,,,
skin firming peptides,1,0,wrinkle,good,low,,,,
skin lipids,1,0,normal,good,medium,,,,
skin regenerating activ,1,0,normal,neutral,low,,,,
skin-boosting active water\aqua\eau,1,0,dry,good,low,,,,
skin-buffing,1,0,normal,neutral,low,,,,
skin-forward marine ferment,1,0,pigmentation; wrinkle,good,low,,,,
skin-friendly cleansing blend,1,0,normal,neutral,low,,,,
skin-identical ceramides,1,0,dry; sensitive,good,medium,,,,
skin-identical lipids,1,0,dry,good,low,,,,
skin-like treated pigments,1,0,normal,neutral,low,,,,
skin-replenishing ingredients,1,0,dry; wrinkle,good,medium,,,,
skin-restoring ),1,0,normal,neutral,low,,,,
skin-restoring ingredients,1,0,pigmentation; wrinkle,good,medium,,,,
skin-smoothing peptide complex,1,0,wrinkle,good,low,,,,
skin-wrapping ingredient with rice germ oil,1,0,dry,good,low,,,,
skingenecellenmei,1,0,,neutral,low,,,,
skullcap,1,0,,neutral,low,,,,
skullcap extract,1,0,sensitive; wrinkle,good,medium,,,,
sli-polypeptide-121,1,0,wrinkle,good,low,,,,
slim sculpt complex,1,0,normal,neutral,low,,,,
slip agent,1,0,dry,good,medium,,,,
slippery elm bark,1,0,sensitive; wrinkle,good,medium,,,,
sloughs off dead cells,1,0,normal,neutral,low,,,,
slow-release retinoid formula that avoids irritation aqua,1,0,,neutral,low,,,,
smallanthus sonchifolius leaf extract,1,0,normal,good,medium,,,,
smart peptides,1,0,wrinkle,good,low,,,,
smart sponge polysaccharide,1,0,dry; wrinkle,good,low,,,,
smilacina japonica extract,1,0,dry,good,medium,,,,
smilax aristolochiifolia root extract,1,0,normal,good,low,,,,
smilax china bark extract,1,0,normal,good,medium,,,,
smilax china extract,1,0,dry; oily,good,medium,,,,
smilax china fruit extract,1,0,dry; oily,good,medium,,,,
smilax glabra root extract,1,0,normal,good,medium,,,,
smilax utilis root extract,1,0,normal,good,medium,,,,
smithsonite,1,0,oily,good,medium,,,,
smithsonite extract,1,0,normal,good,medium,,,,
smooth,1,0,,neutral,low,,,,
smooth finish avobenzone,1,0,wrinkle,good,low,,,,
smooth skin as a marine phytoactive,1,0,normal,neutral,low,,,,
smooth spheres that gently exfoliate away dead,1,0,,neutral,low,,,,
smooth texture,1,0,,neutral,low,,,,
smoother,1,0,,neutral,low,,,,
smoother feel simmondsia chinensis seed oil,1,0,dry,good,low,,,,
smoother skin,1,0,normal,neutral,low,,,,
smoother skin dimethicone,1,0,dry; sensitive,good,low,,,,
smoother skin extract,1,0,dry; sensitive,good,low,,,,
smoother skin opuntia ficus-indica extract,1,0,normal,good,low,,,,
smoother skin zea mays starch corn starch,1,0,,neutral,low,,,,
smoother-looking,1,0,normal,neutral,low,,,,
smoothing its texture,1,0,,neutral,low,,,,
smoothness,1,0,normal,neutral,low,,,,
smooths,1,0,,neutral,low,,,,
smooths away surface dullness,1,0,normal,neutral,low,,,,
smooths fine lines,1,0,normal,neutral,low,,,,
smooths skin,1,0,normal,neutral,low,,,,
smooths skin extract,1,0,dry; sensitive,good,low,,,,
smooths texture,1,0,normal,neutral,low,,,,
smooths texture extract,1,0,dry; sensitive,good,low,,,,
smooths the appearance of skin texture,1,0,normal,neutral,low,,,,
smooths the look of the skin’s surface,1,0,normal,neutral,low,,,,
smooths uneven texture,1,0,normal,neutral,low,,,,
snail egg extract,1,0,normal,good,medium,,,,
snail extract,1,0,dry; normal,good,medium,,,,
snail secretion filtrate,1,0,wrinkle,good,medium,,,,
snake oil,1,0,dry; normal,good,medium,,,,
snap eight peptide,1,0,wrinkle,good,low,,,,
snow lotus and alpine willow herb extracts,1,0,sensitive; wrinkle,good,low,,,,
snow mushroom,1,0,,neutral,low,,,,
snow mushroom and glycerin,1,0,dry; sensitive,good,medium,,,,
soap,1,0,normal,good,medium,,,,
soap berry peel extract,1,0,dry,good,low,,,,
soapbark extract,1,0,normal,good,low,,,,
soapberry extract,1,0,sensitive,good,medium,,,,
soapwort extracts,1,0,normal,good,low,,,,
soapwort leaf root extract,1,0,normal,good,low,,,,
sodalite powder,1,0,normal,good,medium,,,,
sodiaum hyaluronate and squalane,1,0,dry,good,medium,,,,
sodium,1,0,,neutral,low,,,,
sodium acetate,1,0,,neutral,low,,,,
sodium acetyl cysteinate,1,0,normal; oily,good,medium,,,,
sodium acetyl ethylcarboxyl methylthiazolidine carboxylate,1,0,dry; normal,good,medium,,,,
sodium acetylated hyaluraonate,1,0,,neutral,low,,,,
sodium acetylated hyaluronate,1,0,dry; wrinkle,good,medium,,,,
sodium acrylate acryloyldimethyl taurate copolymer,1,1,normal,neutral,low,INCI Decoder,sodium-acrylate-acryloyldimethyl-taurate-copolymer,,
sodium acrylate acryloyldimethyltaurate dimethylacrylamide crosspolymer,1,0,normal,neutral,low,,,,
sodium acrylate sodium acryloyldimethyl taurate,1,0,,neutral,low,,,,
sodium acrylate sodium acryloyldimethyl taurate copolymer,1,1,normal,neutral,low,INCI Decoder,sodium-acrylate-sodium-acryloyldimethyl-taurate-copolymer,,"A copolymer is a big molecule that consists not of one but of two repeating subunits. This particular copolymer is a handy helper ingredient to form nice gel textures . It usually comes to the formula combined with emollients (such as  C13-14 Isoparaffin, Isohexadecane, Isononyl Isononanoate or Squalane) and can be used as an emulsifier and/or thickener to produce milky gel emulsions with a soft and non-tacky skin feel.  [more]"
sodium acrylate sodium acryloyldimethyl taureate copolymer,1,0,,neutral,low,,,,
sodium acrylate/acrylonitrogens copolymer,1,0,normal,good,medium,,,,
sodium acrylates,1,0,normal,neutral,low,,,,
sodium acrylates acrylonitrogens copolymer,1,1,normal,neutral,low,INCI Decoder,sodium-acrylate-acrylonitrogens-copolymer,,
sodium acrylates beheneth-25 methacrylate crosspolymer,1,0,normal,neutral,low,,,,
sodium acrylates copolymer,1,0,dry,good,low,,,,
sodium acrylates copolymer lecithin,1,0,dry,good,low,,,,
sodium acrylates crosspolymer-2,1,0,oily,good,medium,,,,
sodium acrylates/beheneth-25 methacrylate crosspolymer,1,0,normal,good,medium,,,,
sodium acrylatescopolymer,1,0,normal,neutral,low,,,,
sodium acryloyldimethyl taurate,1,0,,neutral,low,,,,
sodium acryloyldimethyl taurate copolymer,1,1,normal,neutral,low,INCI Decoder,sodium-acrylate-acryloyldimethyl-taurate-copolymer,,
sodium acryloyldimethyltaurate vp crosspolymer,1,0,dry; normal,good,low,,,,
sodium algin sulfate,1,0,dry,good,medium,,,,
sodium alginate sulfate,1,0,dry,good,medium,,,,
sodium allantoin pca,1,0,normal,good,medium,,,,
sodium alum,1,0,oily,good,medium,,,,
sodium aluminum chlorohydroxy lactate,1,0,oily,good,medium,,,,
sodium aluminum lactate,1,0,oily,good,medium,,,,
sodium anisate,1,0,,neutral,low,,,,
sodium ascorbate,1,0,pigmentation; wrinkle,good,medium,,,,
sodium ascorbyl glucoside,1,0,dry; normal,good,medium,,,,
sodium ascorbyl maltoside,1,0,dry,good,medium,,,,
sodium ascorbyl phosphate,1,0,pigmentation; wrinkle,good,medium,,,,
sodium ascorbyl/cholesteryl phosphate,1,0,normal,good,medium,,,,
sodium aspartate,1,0,dry,good,medium,,,,
sodium astrocaryum murumuruate,1,0,dry,good,medium,,,,
sodium beeswax,1,0,normal,good,medium,,,,
sodium benzate,1,0,,neutral,low,,,,
sodium benzoate,1,0,pigmentation,good,medium,,,,
sodium benzoate *certified organic,1,0,pigmentation,good,low,,,,
sodium benzoate [iln 30092],1,0,pigmentation,good,low,,,,
sodium benzoate [s3780a],1,0,pigmentation,good,low,,,,
sodium benzoate potassium sorbate,1,0,pigmentation,good,low,,,,
sodium benzoate step two: water,1,0,,neutral,low,,,,
"sodium benzoate virgin marula luxury facial oil: sclerocarya birrea seed oillala retro™whipped creamwater,glycerin",1,0,dry,good,medium,,,,
"sodium benzoate,aloe barbadensis leaf extract",1,0,dry; sensitive,good,low,,,,
"sodium benzoate,tocopherol",1,0,,neutral,low,,,,
sodium benzotriazolyl butylphenol sulfonate,1,0,oily,good,medium,,,,
sodium beta-sitosteryl sulfate,1,0,normal,good,medium,,,,
sodium bicarbonate,1,0,,neutral,low,,,,
sodium bischlorophenyl sulfamine,1,0,normal,good,medium,,,,
sodium bisulfite,1,0,,neutral,low,,,,
sodium borate,1,0,,neutral,low,,,,
sodium borate extract,1,0,dry; sensitive,good,low,,,,
sodium borohydride,1,0,normal,good,medium,,,,
sodium butyroyl hyaluronate,1,0,dry; normal,good,medium,,,,
sodium butyroyl/formoyl chondroitin sulfate,1,0,normal,good,medium,,,,
sodium butyroyl/formoyl hyaluronate,1,0,dry,good,medium,,,,
sodium c12-15 pareth-15 sulfonate,1,0,,neutral,low,,,,
sodium c14-16 olefin sulfonate,1,0,dry; sensitive,good,medium,,,,
sodium c14•16 olefin sulfonate,1,0,,neutral,low,,,,
sodium c8-16 isoalkylsuccinyl lactoglobulin sulfonate,1,0,normal,good,medium,,,,
sodium c8-16 isoalkylsuccinyl soy sulfonate,1,0,normal,good,medium,,,,
sodium c8-16 isoalkylsuccinyl wheat sulfonate,1,0,normal,good,medium,,,,
sodium calcium boron phosphate,1,0,normal,good,medium,,,,
sodium calcium zinc phosphate,1,0,normal; oily,good,medium,,,,
sodium caprooyl hyaluronate,1,0,normal,good,medium,,,,
sodium caproyl lauroyl lactylate,1,0,,neutral,low,,,,
sodium caproyl prolinate,1,0,dry; normal,good,medium,,,,
sodium capryloyl hydrolyzed wheat protein,1,0,normal,good,medium,,,,
sodium carbomer,1,0,,neutral,low,,,,
sodium carbonate,1,0,oily,good,medium,,,,
sodium carbonate decahydrate,1,0,oily,good,low,,,,
sodium carboxydecyl peg-8 dimethicone,1,0,normal,good,medium,,,,
sodium carboxyethylsilanetriol,1,0,dry,good,low,,,,
sodium carboxymethyl beta-glucan,1,0,dry,good,medium,,,,
sodium carboxymethyl betaglucan,1,0,,neutral,low,,,,
sodium carboxymethyl chitin,1,0,dry,good,medium,,,,
sodium carboxymethyl chitosan lauramide,1,0,normal,good,medium,,,,
sodium carboxymethyl dextran acetate sulfate,1,0,dry,good,medium,,,,
sodium carboxymethyl dextran sulfate,1,0,dry; normal,good,medium,,,,
sodium carboxymethyl euglena gracilis extract,1,0,normal,good,medium,,,,
sodium carboxymethyl hyaluronate,1,0,dry; normal,good,medium,,,,
sodium carboxymethyl starch,1,0,,neutral,low,,,,
sodium carrageenan,1,0,dry,good,low,,,,
sodium caseinate,1,0,normal,good,medium,,,,
sodium cetearyl sulfate,1,0,,neutral,low,,,,
sodium chitosan caprylamide hydroxypropylsulfonate,1,0,dry,good,medium,,,,
sodium chitosan cocamide hydroxypropylsulfonate,1,0,dry; normal,good,medium,,,,
sodium chitosan isostearamide hydroxypropylsulfonate,1,0,dry; normal,good,medium,,,,
sodium chitosan lauramide hydroxypropylsulfonate,1,0,normal,good,medium,,,,
sodium chitosan rice branamide hydroxypropylsulfonate,1,0,dry; normal,good,medium,,,,
sodium chitosan stearamide hydroxypropylsulfonate,1,0,dry; normal,good,medium,,,,
sodium chlo- ride,1,0,,neutral,low,,,,
sodium chloride,1,0,oily,good,medium,,,,
sodium chloride dipropylene glycol,1,0,dry,good,low,,,,
sodium cholate,1,0,normal,good,medium,,,,
sodium cholesteryl sulfate,1,0,normal,good,medium,,,,
sodium chondroitin sulfate,1,0,dry,good,medium,,,,
sodium citrate,1,0,oily; pigmentation,good,medium,,,,
sodium citrate calcium gluconate,1,0,sensitive,good,low,,,,
"sodium citrate,bht",1,0,oily; pigmentation,good,low,,,,
"sodium citrate,potassium sorbate",1,0,oily; pigmentation,good,low,,,,
sodium coceth sulfate,1,0,,neutral,low,,,,
sodium coco pg-dimonium chloride phosphate,1,0,oily; pigmentation,good,medium,,,,
sodium coco-sulfate,1,0,,neutral,low,,,,
sodium cocoamphoacetate,1,0,,neutral,low,,,,
sodium cocoamphohydroxypropylsulfonate,1,0,,neutral,low,,,,
sodium cocoamphohydroxypropylsulfonate extract,1,0,dry; sensitive,good,low,,,,
sodium cocoate,1,0,dry; sensitive,good,low,,,,
sodium cocoate extract,1,0,dry; sensitive,good,low,,,,
sodium cocoyl alaninate,1,0,,neutral,low,,,,
sodium cocoyl apple amino acids,1,0,normal,good,medium,,,,
sodium cocoyl barley amino acids,1,0,normal,good,medium,,,,
sodium cocoyl glutamate,1,0,,neutral,low,,,,
sodium cocoyl glycinate,1,0,,neutral,low,,,,
sodium cocoyl hydrolyzed amaranth protein,1,0,normal,good,medium,,,,
sodium cocoyl hydrolyzed collagen,1,0,normal,good,medium,,,,
sodium cocoyl hydrolyzed keratin,1,0,normal,good,medium,,,,
sodium cocoyl hydrolyzed oat protein,1,0,normal,good,medium,,,,
sodium cocoyl hydrolyzed rice protein,1,0,normal,good,medium,,,,
sodium cocoyl hydrolyzed silk,1,0,normal,good,medium,,,,
sodium cocoyl hydrolyzed soy protein,1,0,normal,good,medium,,,,
sodium cocoyl hydrolyzed sweet almond protein,1,0,normal,good,medium,,,,
sodium cocoyl hydrolyzed wheat protein,1,0,normal,good,medium,,,,
sodium cocoyl isethionate,1,0,dry; normal; sensitive,good,medium,,,,
sodium cocoyl methyl beta-alanine,1,0,normal,good,medium,,,,
sodium cocoyl oat amino acids,1,0,normal,good,medium,,,,
sodium cocoyl olivoyl hydrolyzed oat wheat protein,1,0,dry,good,low,,,,
sodium cocoyl rice amino acids,1,0,dry; normal,good,medium,,,,
sodium cocoyl sarcosinate,1,1,,neutral,low,INCI Decoder,sodium-cocoyl-sarcosinate,,
sodium cocoyl wheat amino acids,1,0,normal,good,medium,,,,
sodium cocoyl/olivoyl hydrolyzed oat protein,1,0,normal,good,medium,,,,
sodium cocoylglutamate,1,0,,neutral,low,,,,
sodium cocoylglutamate extract,1,0,dry; sensitive,good,low,,,,
sodium copper chlorophyllin,1,0,pigmentation,good,low,,,,
sodium cyclic lysophosphatidic acid,1,0,dry; normal,good,medium,,,,
sodium cyclodextrin butylsulfonate,1,0,oily,good,medium,,,,
sodium dacryopinax spathularia/glucose ferment extract,1,0,dry; normal,good,medium,,,,
sodium dehydroacetate,1,0,oily; pigmentation,good,medium,,,,
sodium dehydroacetate rds product name,1,0,oily; pigmentation,good,low,,,,
sodium dehyrdoacetate,1,0,,neutral,low,,,,
sodium dehyrdoacetate extract,1,0,dry; sensitive,good,low,,,,
sodium deoxycholate,1,0,normal,good,medium,,,,
sodium dermatan sulfate,1,0,normal,good,medium,,,,
sodium dextran sulfate,1,0,normal,good,low,,,,
sodium dextrin octenylsuccinate,1,0,dry; normal,good,medium,,,,
sodium diglycolate,1,0,,neutral,low,,,,
sodium diglycolate extract,1,0,dry; sensitive,good,low,,,,
sodium dihydroacetate,1,0,,neutral,low,,,,
sodium dihydroacetate extract,1,0,dry; sensitive,good,low,,,,
sodium dilauramidoglutamide lysine,1,0,dry,good,medium,,,,
sodium dimer coenzyme a,1,0,dry; normal,good,medium,,,,
sodium dimethicone peg-7 acetyl methyl taurate,1,0,normal,good,medium,,,,
sodium dimethicone peg-7 acetyl methyltaurate,1,0,normal,good,medium,,,,
sodium dimyristoyl glyceryl ascorbate,1,0,dry; normal,good,medium,,,,
sodium dipalmitoyl glycerophosphate,1,0,normal,good,medium,,,,
sodium distearoyl glyceryl ascorbate,1,0,dry; normal,good,medium,,,,
sodium dna,1,0,normal,good,medium,,,,
sodium dna/rna,1,0,normal,good,medium,,,,
sodium dodecylbenzenesulfonate,1,0,oily,good,medium,,,,
sodium dodoxynol-40 sulfate,1,0,,neutral,low,,,,
sodium ethylhexylglyceryl ascorbate,1,0,dry,good,medium,,,,
sodium ferulate,1,0,normal,good,medium,,,,
sodium formate,1,0,normal,good,medium,,,,
sodium formylhippurate trifluoroacetylisobutyl dipeptide-42 amide,1,0,normal,good,medium,,,,
sodium fructoborate,1,0,dry; normal,good,medium,,,,
sodium gluceptate,1,0,,neutral,low,,,,
sodium gluconate,1,0,dry,good,medium,,,,
sodium glucose-6 phosphate,1,0,normal,good,medium,,,,
sodium glucuronate,1,0,dry; normal,good,medium,,,,
sodium glutamate,1,0,normal,good,medium,,,,
sodium glycero-phosphate,1,0,oily; pigmentation,good,medium,,,,
sodium glycerophosphata,1,0,oily; pigmentation,good,medium,,,,
sodium glycerophosphata extract,1,0,dry; sensitive,good,low,,,,
sodium glycerophosphate,1,0,oily; pigmentation,good,medium,,,,
sodium glycinate,1,0,normal,good,medium,,,,
sodium glycogen octenylsuccinate,1,0,dry; normal,good,medium,,,,
sodium glycolate,1,0,normal,good,medium,,,,
sodium glycyrrhetinate,1,0,,neutral,low,,,,
sodium glycyrrhetinate extract,1,0,dry; sensitive,good,low,,,,
sodium grape seed extract phosphate,1,0,normal,good,medium,,,,
sodium grapeseedamidopropyl pg-dimonium chloride phosphate,1,0,normal,good,medium,,,,
sodium guanosine cyclic monophosphate,1,0,normal,good,medium,,,,
sodium heparin,1,0,normal,good,medium,,,,
sodium heparosan,1,0,dry,good,medium,,,,
sodium hexametaphosphate,1,0,oily; pigmentation,good,medium,,,,
sodium histidyl hyaluronate crosspolymer-3,1,0,dry; normal,good,medium,,,,
sodium humate,1,0,oily,good,medium,,,,
sodium hyaluronate,1,0,dry; oily; sensitive; wrinkle,good,medium,,,,
sodium hyaluronate complex,1,0,dry; sensitive,good,medium,,,,
sodium hyaluronate crosspolymer,1,0,dry; sensitive; wrinkle,good,medium,,,,
sodium hyaluronate crosspolymer-2,1,0,dry,good,medium,,,,
sodium hyaluronate crosspolymer-3,1,0,dry; normal,good,medium,,,,
sodium hyaluronate crosspolymer-4,1,0,dry; normal,good,medium,,,,
sodium hyaluronate crosspolymer-5,1,0,dry; normal,good,medium,,,,
sodium hyaluronate dimethylsilanol,1,0,dry; normal,good,medium,,,,
sodium hyaluronate ferulate,1,0,dry; normal,good,medium,,,,
sodium hyaluronate olea europaea oil,1,0,dry; sensitive,good,medium,,,,
sodium hyaluronate powder,1,0,dry; sensitive,good,medium,,,,
"sodium hyaluronate,sodium hydroxide",1,0,dry; sensitive,good,medium,,,,
"sodium hyaluronate,tocopheryl acetate",1,0,dry; sensitive,good,medium,,,,
sodium hydrogenated honey octenylsuccinate,1,0,dry; normal,good,medium,,,,
sodium hydrolyzed casein,1,0,normal,good,medium,,,,
sodium hydrolyzed hyaluronoyl theanine,1,0,dry; normal,good,medium,,,,
sodium hydroxide,1,0,oily,good,medium,,,,
"sodium hydroxide,cetearyl olivate",1,0,dry; oily,good,low,,,,
sodium hydroxymethylglycinate,1,0,dry,good,medium,,,,
sodium hydroxypropyl cyclodextrin octenylsuccinate,1,0,dry,good,medium,,,,
sodium hydroxypropyl oxidized starch succinate,1,0,dry; normal,good,medium,,,,
sodium hydroxypropyl starch phosphate,1,0,,neutral,low,,,,
sodium hydroxypropylphosphate,1,0,oily; pigmentation,good,medium,,,,
sodium hydroxypropylphosphate extract,1,0,dry; sensitive,good,low,,,,
sodium hydroxypropylsulfonate cocoglucoside crosspolymer,1,0,normal,good,medium,,,,
sodium hydroxypropylsulfonate laurylglucoside crosspolymer,1,0,dry; normal,good,low,,,,
sodium hydroxypyranonylmethyl sulfothioate,1,0,normal,good,medium,,,,
sodium hydrozide,1,0,,neutral,low,,,,
